scenario,seed,episode,nodes,source_nodes,edges,density,average_degree,average_clustering_coefficient,graph_connected,average_shortest_path_length,effective_diameter,ego_component_size,ego_component_fraction,ego_degree,ego_degree_centrality,ego_betweenness_centrality,candidate_sources_within_1_hop,candidate_sources_within_2_hop,candidate_sources_within_3_hop,candidate_sources_within_4_hop,edge_count_OOR,edge_count_CLOR,edge_count_CWOR,edge_count_SOR,edge_count_POR,node_type_count_ego_device,node_type_count_environmental_sensor,node_type_count_infrastructure_sensor,node_type_count_opportunistic_object,node_type_count_personal_device,node_type_count_vehicle_sensor,node_type_count_wearable,capability_count_place,capability_count_activity,capability_count_env_load,capability_count_resource_state
noisy_untrusted_external,7,24,61,60,94,0.05136612021857923,3.081967213114754,0.016939890710382512,True,3.678688524590164,5.0,61,1.0,7,0.11666666666666667,0.2822471282640775,7,31,54,60,3,11,32,19,29,1,16,14,19,2,8,1,38,20,35,26
nominal,7,25,61,60,97,0.053005464480874315,3.180327868852459,0.012256049960967994,True,3.607103825136612,5.0,61,1.0,6,0.1,0.19489642184557432,6,30,53,60,3,16,30,21,27,1,16,14,19,2,8,1,45,20,42,22
degraded_ego,7,25,61,60,95,0.05191256830601093,3.1147540983606556,0.03825136612021858,True,3.6491803278688524,5.0,61,1.0,5,0.08333333333333333,0.19438348061229424,5,29,52,60,3,7,33,31,21,1,16,14,19,2,8,1,34,15,37,17
ambiguous_local_context,7,25,61,60,94,0.05136612021857923,3.081967213114754,0.022404371584699455,True,3.6672131147540985,5.0,61,1.0,7,0.11666666666666667,0.2550815051238779,7,31,54,60,4,17,27,27,19,1,16,14,19,2,8,1,39,16,40,19
noisy_untrusted_external,7,25,61,60,88,0.048087431693989074,2.8852459016393444,0.011397345823575331,True,3.915846994535519,6.0,61,1.0,5,0.08333333333333333,0.23978216384996046,5,29,52,60,3,10,26,26,23,1,16,14,19,2,8,1,37,20,41,22
nominal,7,26,61,60,99,0.054098360655737705,3.2459016393442623,0.0258391881342701,True,3.6027322404371587,5.0,61,1.0,5,0.08333333333333333,0.09326014381099124,5,29,52,60,3,14,26,31,25,1,16,14,19,2,8,1,41,20,42,22
degraded_ego,7,26,61,60,95,0.05191256830601093,3.1147540983606556,0.006010928961748634,True,3.712021857923497,5.0,61,1.0,6,0.1,0.20327997489014438,6,30,53,60,3,18,32,27,15,1,16,14,19,2,8,1,46,17,36,19
ambiguous_local_context,7,26,61,60,100,0.0546448087431694,3.278688524590164,0.0492583918813427,True,3.642622950819672,5.0,61,1.0,6,0.1,0.20209013679352675,6,30,53,60,3,9,31,27,30,1,16,14,19,2,8,1,42,20,40,21
noisy_untrusted_external,7,26,61,60,106,0.05792349726775956,3.4754098360655736,0.012685402029664323,True,3.3174863387978144,5.0,61,1.0,5,0.08333333333333333,0.08253287515999379,5,29,52,60,4,15,36,27,24,1,16,14,19,2,8,1,40,17,41,18
nominal,7,27,61,60,94,0.05136612021857923,3.081967213114754,0.04531615925058548,True,3.6530054644808745,5.0,61,1.0,5,0.08333333333333333,0.146501227899533,5,29,52,60,3,10,31,23,27,1,16,14,19,2,8,1,47,19,39,27
degraded_ego,7,27,61,60,90,0.04918032786885246,2.9508196721311477,0.022092115534738485,True,3.7524590163934426,5.0,61,1.0,5,0.08333333333333333,0.1880247796773221,5,29,52,60,4,11,28,22,25,1,16,14,19,2,8,1,40,15,40,22
ambiguous_local_context,7,27,61,60,97,0.053005464480874315,3.180327868852459,0.030991412958626074,True,3.596174863387978,5.0,61,1.0,7,0.11666666666666667,0.21667339252085022,7,31,54,60,3,16,34,31,13,1,16,14,19,2,8,1,41,18,42,19
noisy_untrusted_external,7,27,61,60,95,0.05191256830601093,3.1147540983606556,0.06666666666666667,True,3.7721311475409838,6.0,61,1.0,6,0.1,0.24819814366424542,6,30,53,60,3,15,30,26,21,1,16,14,19,2,8,1,44,17,38,18
nominal,7,28,61,60,94,0.05136612021857923,3.081967213114754,0.02810304449648712,True,3.6704918032786886,5.0,61,1.0,5,0.08333333333333333,0.14678006864447538,5,29,52,60,3,8,31,25,27,1,16,14,19,2,8,1,36,21,43,25
degraded_ego,7,28,61,60,96,0.05245901639344262,3.1475409836065573,0.00624512099921936,True,3.595081967213115,5.0,61,1.0,5,0.08333333333333333,0.1135891399874451,5,29,52,60,3,11,25,32,25,1,16,14,19,2,8,1,40,24,45,17
ambiguous_local_context,7,28,61,60,105,0.05737704918032787,3.442622950819672,0.012802498048399688,True,3.3601092896174864,5.0,61,1.0,6,0.1,0.12865348399246704,6,30,53,60,3,19,30,33,20,1,16,14,19,2,8,1,37,13,43,24
noisy_untrusted_external,7,28,61,60,94,0.05136612021857923,3.081967213114754,0.034972677595628415,True,3.8382513661202187,6.0,61,1.0,8,0.13333333333333333,0.4541275140427682,8,32,55,60,3,9,31,30,21,1,16,14,19,2,8,1,45,21,39,23
nominal,7,29,61,60,95,0.05191256830601093,3.1147540983606556,0.03825136612021858,True,3.707103825136612,5.0,61,1.0,8,0.13333333333333333,0.3548498409939087,8,32,55,60,3,13,32,32,15,1,16,14,19,2,8,1,45,18,40,22
degraded_ego,7,29,61,60,88,0.048087431693989074,2.8852459016393444,0.022950819672131147,True,3.90655737704918,6.0,61,1.0,8,0.13333333333333333,0.4608407317729351,8,32,55,60,3,13,27,23,22,1,16,14,19,2,8,1,39,18,35,23
ambiguous_local_context,7,29,61,60,94,0.05136612021857923,3.081967213114754,0.0,True,3.571584699453552,5.0,61,1.0,5,0.08333333333333333,0.11913236481033088,5,29,52,60,3,9,24,32,26,1,16,14,19,2,8,1,35,23,37,19
noisy_untrusted_external,7,29,61,60,90,0.04918032786885246,2.9508196721311477,0.03192818110850898,True,3.714207650273224,5.0,61,1.0,5,0.08333333333333333,0.22652542372881362,5,29,52,60,3,10,28,32,17,1,16,14,19,2,8,1,43,20,34,21
nominal,7,30,61,60,94,0.05136612021857923,3.081967213114754,0.015846994535519125,True,3.7704918032786887,6.0,61,1.0,6,0.1,0.24748273697426246,6,30,53,60,3,11,29,22,29,1,16,14,19,2,8,1,41,16,33,25
degraded_ego,7,30,61,60,96,0.05245901639344262,3.1475409836065573,0.0366120218579235,True,3.6021857923497267,5.0,61,1.0,7,0.11666666666666667,0.23690610707559867,7,31,54,60,3,11,33,20,29,1,16,14,19,2,8,1,48,18,40,20
ambiguous_local_context,7,30,61,60,100,0.0546448087431694,3.278688524590164,0.0,True,3.509289617486339,5.0,61,1.0,7,0.11666666666666667,0.21260357815442563,7,31,54,60,4,18,29,29,20,1,16,14,19,2,8,1,36,13,43,18
noisy_untrusted_external,7,30,61,60,93,0.05081967213114754,3.0491803278688523,0.03899297423887588,True,3.7431693989071038,5.0,61,1.0,6,0.1,0.19008564254326968,6,30,53,60,3,14,31,30,15,1,16,14,19,2,8,1,35,15,34,20
nominal,7,31,61,60,98,0.053551912568306013,3.2131147540983607,0.004605776736924278,True,3.59344262295082,5.0,61,1.0,5,0.08333333333333333,0.13456828639032026,5,29,52,60,3,12,25,28,30,1,16,14,19,2,8,1,35,19,40,21
degraded_ego,7,31,61,60,101,0.055191256830601096,3.3114754098360657,0.04691647150663544,True,3.4628415300546447,5.0,61,1.0,8,0.13333333333333333,0.23014236391355025,8,32,55,60,3,14,33,30,21,1,16,14,19,2,8,1,40,16,38,24
ambiguous_local_context,7,31,61,60,87,0.047540983606557376,2.8524590163934427,0.024043715846994534,True,3.9814207650273223,6.0,61,1.0,6,0.1,0.40610662720832225,6,30,53,60,3,14,29,23,18,1,16,14,19,2,8,1,37,18,39,25
noisy_untrusted_external,7,31,61,60,92,0.05027322404371585,3.0163934426229506,0.012021857923497267,True,3.753551912568306,5.0,61,1.0,6,0.1,0.1923713323713324,6,30,53,60,3,9,31,22,27,1,16,14,19,2,8,1,34,16,38,19
nominal,7,32,61,60,100,0.0546448087431694,3.278688524590164,0.05515222482435597,True,3.5633879781420763,5.0,61,1.0,5,0.08333333333333333,0.11756969646800154,5,29,52,60,3,8,31,32,26,1,16,14,19,2,8,1,42,13,48,23
degraded_ego,7,32,61,60,98,0.053551912568306013,3.2131147540983607,0.033567525370804055,True,3.6262295081967215,5.0,61,1.0,6,0.1,0.17516881894000544,6,30,53,60,3,9,33,31,22,1,16,14,19,2,8,1,44,20,42,23
ambiguous_local_context,7,32,61,60,110,0.060109289617486336,3.6065573770491803,0.04190736403851158,True,3.3852459016393444,5.0,61,1.0,8,0.13333333333333333,0.21637951815917922,8,32,55,60,3,17,35,33,22,1,16,14,19,2,8,1,36,13,42,24
noisy_untrusted_external,7,32,61,60,108,0.05901639344262295,3.540983606557377,0.04063231850117096,True,3.3437158469945354,5.0,61,1.0,5,0.08333333333333333,0.09319605692487049,5,29,52,60,3,19,23,31,32,1,16,14,19,2,8,1,39,23,39,24
nominal,7,33,61,60,99,0.054098360655737705,3.2459016393442623,0.012021857923497269,True,3.5404371584699454,5.0,61,1.0,6,0.1,0.17257151824948444,6,30,53,60,3,18,28,27,23,1,16,14,19,2,8,1,43,24,30,21
degraded_ego,7,33,61,60,100,0.0546448087431694,3.278688524590164,0.03770491803278688,True,3.598360655737705,5.0,61,1.0,7,0.11666666666666667,0.21416181589910402,7,31,54,60,3,12,36,24,25,1,16,14,19,2,8,1,43,17,38,27
ambiguous_local_context,7,33,61,60,88,0.048087431693989074,2.8852459016393444,0.027868852459016394,True,3.8666666666666667,6.0,61,1.0,8,0.13333333333333333,0.42969061070756004,8,32,55,60,3,9,31,16,29,1,16,14,19,2,8,1,35,16,36,14
noisy_untrusted_external,7,33,61,60,102,0.05573770491803279,3.3442622950819674,0.025683060109289616,True,3.5639344262295083,5.0,61,1.0,8,0.13333333333333333,0.2755699385360403,8,32,55,60,3,14,27,34,24,1,16,14,19,2,8,1,43,13,31,24
nominal,7,34,61,60,97,0.053005464480874315,3.180327868852459,0.023028883684621387,True,3.5846994535519126,5.0,61,1.0,7,0.11666666666666667,0.20763849145205077,7,31,54,60,3,12,28,21,33,1,16,14,19,2,8,1,32,19,41,18
degraded_ego,7,34,61,60,94,0.05136612021857923,3.081967213114754,0.0,True,3.685792349726776,5.0,61,1.0,8,0.13333333333333333,0.3269312984567221,8,32,55,60,3,12,28,28,23,1,16,14,19,2,8,1,39,15,40,23
ambiguous_local_context,7,34,61,60,92,0.05027322404371585,3.0163934426229506,0.016549570647931302,True,3.728415300546448,5.0,61,1.0,7,0.11666666666666667,0.25510492332526236,7,31,54,60,3,14,28,23,24,1,16,14,19,2,8,1,44,17,35,19
noisy_untrusted_external,7,34,61,60,104,0.05683060109289618,3.4098360655737703,0.02870153525891231,True,3.448087431693989,5.0,61,1.0,5,0.08333333333333333,0.07474621110214331,5,29,52,60,3,7,33,31,30,1,16,14,19,2,8,1,36,14,35,23
nominal,7,35,61,60,109,0.059562841530054644,3.5737704918032787,0.022547488940931563,True,3.2923497267759565,5.0,61,1.0,8,0.13333333333333333,0.1426751199208826,8,32,55,60,3,17,29,36,24,1,16,14,19,2,8,1,38,20,39,19
degraded_ego,7,35,61,60,96,0.05245901639344262,3.1475409836065573,0.0117096018735363,True,3.6114754098360655,5.0,61,1.0,7,0.11666666666666667,0.2542144202313695,7,31,54,60,3,12,28,28,25,1,16,14,19,2,8,1,38,17,38,16
ambiguous_local_context,7,35,61,60,92,0.05027322404371585,3.0163934426229506,0.05027322404371584,True,3.7923497267759565,6.0,61,1.0,8,0.13333333333333333,0.3869567751771142,8,32,55,60,3,13,28,27,21,1,16,14,19,2,8,1,37,16,36,21
noisy_untrusted_external,7,35,61,60,89,0.048633879781420766,2.918032786885246,0.0,True,3.787431693989071,5.0,61,1.0,8,0.13333333333333333,0.3466397632499329,8,32,55,60,3,12,28,16,30,1,16,14,19,2,8,1,41,12,39,17
nominal,7,36,61,60,101,0.055191256830601096,3.3114754098360657,0.013153786104605778,True,3.4792349726775957,5.0,61,1.0,8,0.13333333333333333,0.20664222939646665,8,32,55,60,3,13,31,27,27,1,16,14,19,2,8,1,38,16,32,21
degraded_ego,7,36,61,60,100,0.0546448087431694,3.278688524590164,0.026697892271662763,True,3.5617486338797812,5.0,61,1.0,8,0.13333333333333333,0.26787550647720143,8,32,55,60,5,15,31,22,27,1,16,14,19,2,8,1,35,23,42,15
ambiguous_local_context,7,36,61,60,90,0.04918032786885246,2.9508196721311477,0.022404371584699455,True,3.8300546448087434,6.0,61,1.0,7,0.11666666666666667,0.345583804143126,7,31,54,60,3,12,29,22,24,1,16,14,19,2,8,1,44,17,39,12
noisy_untrusted_external,7,36,61,60,110,0.060109289617486336,3.6065573770491803,0.004605776736924278,True,3.2885245901639344,5.0,61,1.0,7,0.11666666666666667,0.15372809864335293,7,31,54,60,4,17,39,22,28,1,16,14,19,2,8,1,40,18,38,23
nominal,7,37,61,60,105,0.05737704918032787,3.442622950819672,0.030601092896174863,True,3.36775956284153,5.0,61,1.0,7,0.11666666666666667,0.17247444175410284,7,31,54,60,3,23,27,26,26,1,16,14,19,2,8,1,42,18,36,21
degraded_ego,7,37,61,60,85,0.04644808743169399,2.7868852459016393,0.0,True,3.901639344262295,6.0,61,1.0,8,0.13333333333333333,0.4361501210653753,8,32,55,60,3,13,32,19,18,1,16,14,19,2,8,1,46,20,38,17
ambiguous_local_context,7,37,61,60,91,0.04972677595628415,2.9836065573770494,0.029013791308873275,True,3.802185792349727,6.0,61,1.0,7,0.11666666666666667,0.3126404759544814,7,31,54,60,3,15,32,24,17,1,16,14,19,2,8,1,41,13,40,19
noisy_untrusted_external,7,37,61,60,89,0.048633879781420766,2.918032786885246,0.02833723653395784,True,3.8469945355191255,6.0,61,1.0,5,0.08333333333333333,0.22647834274952924,5,29,52,60,4,14,22,19,30,1,16,14,19,2,8,1,39,18,37,20
nominal,7,38,61,60,91,0.04972677595628415,2.9836065573770494,0.012021857923497267,True,3.6950819672131145,5.0,61,1.0,5,0.08333333333333333,0.1877697067527576,5,29,52,60,3,12,30,22,24,1,16,14,19,2,8,1,43,14,39,21
degraded_ego,7,38,61,60,91,0.04972677595628415,2.9836065573770494,0.03130366900858704,True,3.719672131147541,5.0,61,1.0,8,0.13333333333333333,0.341620930858219,8,32,55,60,3,14,32,18,24,1,16,14,19,2,8,1,40,21,39,21
ambiguous_local_context,7,38,61,60,94,0.05136612021857923,3.081967213114754,0.0,True,3.5939890710382514,5.0,61,1.0,6,0.1,0.21673123486682808,6,30,53,60,4,14,29,24,23,1,16,14,19,2,8,1,40,18,43,23
noisy_untrusted_external,7,38,61,60,97,0.053005464480874315,3.180327868852459,0.012021857923497267,True,3.599453551912568,5.0,61,1.0,8,0.13333333333333333,0.3104882970137208,8,32,55,60,3,12,32,27,23,1,16,14,19,2,8,1,36,16,36,19
nominal,7,39,61,60,88,0.048087431693989074,2.8852459016393444,0.01092896174863388,True,3.846448087431694,6.0,61,1.0,8,0.13333333333333333,0.4126576091830329,8,32,55,60,3,10,31,23,21,1,16,14,19,2,8,1,40,19,38,16
degraded_ego,7,39,61,60,92,0.05027322404371585,3.0163934426229506,0.028415300546448086,True,3.7814207650273226,5.0,61,1.0,7,0.11666666666666667,0.31360640301318277,7,31,54,60,4,10,32,24,22,1,16,14,19,2,8,1,41,19,37,19
ambiguous_local_context,7,39,61,60,92,0.05027322404371585,3.0163934426229506,0.015300546448087432,True,3.7491803278688525,5.0,61,1.0,6,0.1,0.24477005417683392,6,30,53,60,5,12,31,26,18,1,16,14,19,2,8,1,42,18,38,21
noisy_untrusted_external,7,39,61,60,100,0.0546448087431694,3.278688524590164,0.004371584699453552,True,3.517486338797814,5.0,61,1.0,6,0.1,0.14007308761546053,6,30,53,60,3,17,33,21,26,1,16,14,19,2,8,1,42,21,32,22
nominal,7,40,61,60,91,0.04972677595628415,2.9836065573770494,0.005152224824355972,True,3.790710382513661,6.0,61,1.0,7,0.11666666666666667,0.33603914447134786,7,31,54,60,3,18,26,24,20,1,16,14,19,2,8,1,41,12,41,21
degraded_ego,7,40,61,60,104,0.05683060109289618,3.4098360655737703,0.06998438719750195,True,3.457377049180328,5.0,61,1.0,5,0.08333333333333333,0.0861681805325873,5,29,52,60,3,14,29,40,18,1,16,14,19,2,8,1,40,18,34,22
ambiguous_local_context,7,40,61,60,97,0.053005464480874315,3.180327868852459,0.034816549570647934,True,3.610382513661202,5.0,61,1.0,5,0.08333333333333333,0.12924785509531272,5,29,52,60,3,14,31,21,28,1,16,14,19,2,8,1,39,17,44,20
noisy_untrusted_external,7,40,61,60,102,0.05573770491803279,3.3442622950819674,0.08345042935206869,True,3.490710382513661,5.0,61,1.0,5,0.08333333333333333,0.08291341583714465,5,29,52,60,3,19,24,30,26,1,16,14,19,2,8,1,35,16,40,20
nominal,7,41,61,60,102,0.05573770491803279,3.3442622950819674,0.027244340359094454,True,3.525136612021858,5.0,61,1.0,7,0.11666666666666667,0.22032694079304246,7,31,54,60,4,16,26,32,24,1,16,14,19,2,8,1,40,18,33,20
degraded_ego,7,41,61,60,96,0.05245901639344262,3.1475409836065573,0.02701014832162373,True,3.5349726775956283,5.0,61,1.0,6,0.1,0.14324074074074078,6,30,53,60,3,12,31,28,22,1,16,14,19,2,8,1,40,19,36,20
ambiguous_local_context,7,41,61,60,99,0.054098360655737705,3.2459016393442623,0.008743169398907104,True,3.6366120218579234,5.0,61,1.0,8,0.13333333333333333,0.2872281328213532,8,32,55,60,3,21,26,29,20,1,16,14,19,2,8,1,46,17,37,21
noisy_untrusted_external,7,41,61,60,104,0.05683060109289618,3.4098360655737703,0.028727556596409055,True,3.485792349726776,5.0,61,1.0,5,0.08333333333333333,0.1152988003835462,5,29,52,60,3,23,26,30,22,1,16,14,19,2,8,1,45,18,40,23
nominal,7,42,61,60,89,0.048633879781420766,2.918032786885246,0.011163153786104605,True,3.848087431693989,6.0,61,1.0,6,0.1,0.3134860102232983,6,30,53,60,3,10,36,23,17,1,16,14,19,2,8,1,43,14,41,18
degraded_ego,7,42,61,60,100,0.0546448087431694,3.278688524590164,0.004918032786885246,True,3.510928961748634,5.0,61,1.0,7,0.11666666666666667,0.20863734194242678,7,31,54,60,3,17,28,29,23,1,16,14,19,2,8,1,44,20,37,22
ambiguous_local_context,7,42,61,60,91,0.04972677595628415,2.9836065573770494,0.02462919594067135,True,3.76448087431694,5.0,61,1.0,6,0.1,0.24705370900286144,6,30,53,60,3,11,29,26,22,1,16,14,19,2,8,1,38,22,38,18
noisy_untrusted_external,7,42,61,60,97,0.053005464480874315,3.180327868852459,0.012021857923497267,True,3.628415300546448,5.0,61,1.0,7,0.11666666666666667,0.2252733218478089,7,31,54,60,3,12,31,32,19,1,16,14,19,2,8,1,38,20,34,21
nominal,7,43,61,60,92,0.05027322404371585,3.0163934426229506,0.01256830601092896,True,3.8262295081967213,6.0,61,1.0,7,0.11666666666666667,0.3447605595910682,7,31,54,60,5,12,28,26,21,1,16,14,19,2,8,1,33,15,42,23
degraded_ego,7,43,61,60,85,0.04644808743169399,2.7868852459016393,0.009289617486338797,True,3.911475409836066,6.0,61,1.0,6,0.1,0.35435499058380426,6,30,53,60,3,11,32,24,15,1,16,14,19,2,8,1,38,15,40,20
ambiguous_local_context,7,43,61,60,101,0.055191256830601096,3.3114754098360657,0.026307572209211552,True,3.6163934426229507,5.0,61,1.0,7,0.11666666666666667,0.22821906436313213,7,31,54,60,3,13,32,31,22,1,16,14,19,2,8,1,45,12,40,24
noisy_untrusted_external,7,43,61,60,92,0.05027322404371585,3.0163934426229506,0.01256830601092896,True,3.810382513661202,5.0,61,1.0,8,0.13333333333333333,0.4307532956685497,8,32,55,60,4,12,30,17,29,1,16,14,19,2,8,1,32,14,41,24
nominal,7,44,61,60,100,0.0546448087431694,3.278688524590164,0.013348946135831381,True,3.5147540983606556,5.0,61,1.0,5,0.08333333333333333,0.09515559142677789,5,29,52,60,4,13,26,30,27,1,16,14,19,2,8,1,41,21,39,22
degraded_ego,7,44,61,60,97,0.053005464480874315,3.180327868852459,0.032396565183450424,True,3.5781420765027323,5.0,61,1.0,5,0.08333333333333333,0.14974755627298003,5,29,52,60,4,10,30,23,30,1,16,14,19,2,8,1,37,14,39,20
ambiguous_local_context,7,44,61,60,93,0.05081967213114754,3.0491803278688523,0.03715846994535519,True,3.6907103825136613,5.0,61,1.0,8,0.13333333333333333,0.296333064299166,8,32,55,60,4,17,27,29,16,1,16,14,19,2,8,1,44,18,41,22
noisy_untrusted_external,7,44,61,60,110,0.060109289617486336,3.6065573770491803,0.044986161379604,True,3.3360655737704916,5.0,61,1.0,5,0.08333333333333333,0.04271118066232724,5,29,52,60,4,14,30,32,30,1,16,14,19,2,8,1,40,23,39,21
nominal,7,45,61,60,105,0.05737704918032787,3.442622950819672,0.05097580015612803,True,3.433333333333333,5.0,61,1.0,6,0.1,0.11903820285176218,6,30,53,60,3,14,35,27,26,1,16,14,19,2,8,1,45,19,40,23
degraded_ego,7,45,61,60,98,0.053551912568306013,3.2131147540983607,0.03682019255789747,True,3.6207650273224044,5.0,61,1.0,5,0.08333333333333333,0.09026080082909592,5,29,52,60,5,13,28,26,26,1,16,14,19,2,8,1,36,18,40,25
ambiguous_local_context,7,45,61,60,92,0.05027322404371585,3.0163934426229506,0.0321623731459797,True,3.7185792349726774,5.0,61,1.0,6,0.1,0.2337893462469733,6,30,53,60,4,14,28,15,31,1,16,14,19,2,8,1,38,21,36,26
noisy_untrusted_external,7,45,61,60,104,0.05683060109289618,3.4098360655737703,0.02263856362217018,True,3.485792349726776,5.0,61,1.0,7,0.11666666666666667,0.16592225620548545,7,31,54,60,3,17,34,28,22,1,16,14,19,2,8,1,39,20,36,18
nominal,7,46,61,60,99,0.054098360655737705,3.2459016393442623,0.016939890710382512,True,3.5136612021857925,5.0,61,1.0,6,0.1,0.1560253258982073,6,30,53,60,3,12,39,22,23,1,16,14,19,2,8,1,42,18,34,17
degraded_ego,7,46,61,60,104,0.05683060109289618,3.4098360655737703,0.0743559718969555,True,3.4852459016393444,5.0,61,1.0,8,0.13333333333333333,0.22615550174872212,8,32,55,60,5,12,29,33,25,1,16,14,19,2,8,1,39,15,31,23
ambiguous_local_context,7,46,61,60,95,0.05191256830601093,3.1147540983606556,0.019047619047619046,True,3.6562841530054646,5.0,61,1.0,8,0.13333333333333333,0.3114640757861096,8,32,55,60,3,12,30,21,29,1,16,14,19,2,8,1,40,17,39,26
noisy_untrusted_external,7,46,61,60,95,0.05191256830601093,3.1147540983606556,0.06069476971116315,True,3.7650273224043715,6.0,61,1.0,5,0.08333333333333333,0.2337756703434669,5,29,52,60,3,20,25,25,22,1,16,14,19,2,8,1,41,14,41,17
nominal,7,47,61,60,94,0.05136612021857923,3.081967213114754,0.009289617486338797,True,3.7273224043715847,5.0,61,1.0,5,0.08333333333333333,0.2187685980058861,5,29,52,60,3,13,26,31,21,1,16,14,19,2,8,1,40,19,44,21
degraded_ego,7,47,61,60,80,0.04371584699453552,2.622950819672131,0.0,True,4.0415300546448085,6.0,61,1.0,8,0.13333333333333333,0.5151049233252623,8,32,55,60,3,14,26,17,20,1,16,14,19,2,8,1,47,21,42,20
ambiguous_local_context,7,47,61,60,95,0.05191256830601093,3.1147540983606556,0.05136612021857923,True,3.740437158469945,5.0,61,1.0,8,0.13333333333333333,0.3758006008429738,8,32,55,60,3,12,30,27,23,1,16,14,19,2,8,1,39,16,37,17
noisy_untrusted_external,7,47,61,60,101,0.055191256830601096,3.3114754098360657,0.046994535519125684,True,3.5759562841530053,5.0,61,1.0,5,0.08333333333333333,0.11757039727378713,5,29,52,60,3,13,30,19,36,1,16,14,19,2,8,1,40,21,33,20
nominal,7,48,61,60,98,0.053551912568306013,3.2131147540983607,0.009289617486338797,True,3.581967213114754,5.0,61,1.0,8,0.13333333333333333,0.26573104861240454,8,32,55,60,3,17,33,26,19,1,16,14,19,2,8,1,36,16,46,21
degraded_ego,7,48,61,60,98,0.053551912568306013,3.2131147540983607,0.03302107728337236,True,3.6371584699453554,5.0,61,1.0,6,0.1,0.23457694377185906,6,30,53,60,3,12,32,31,20,1,16,14,19,2,8,1,40,18,39,25
ambiguous_local_context,7,48,61,60,107,0.058469945355191254,3.5081967213114753,0.05344782721831902,True,3.4262295081967213,5.0,61,1.0,5,0.08333333333333333,0.08034295262361066,5,29,52,60,5,11,34,39,18,1,16,14,19,2,8,1,36,14,39,21
noisy_untrusted_external,7,48,61,60,105,0.05737704918032787,3.442622950819672,0.05184751496226906,True,3.5076502732240438,5.0,61,1.0,5,0.08333333333333333,0.09924558335575286,5,29,52,60,3,19,29,25,29,1,16,14,19,2,8,1,39,19,33,17
nominal,7,49,61,60,88,0.048087431693989074,2.8852459016393444,0.0,True,3.7846994535519127,5.0,61,1.0,6,0.1,0.22990135413864232,6,30,53,60,5,9,30,28,16,1,16,14,19,2,8,1,37,20,40,22
degraded_ego,7,49,61,60,90,0.04918032786885246,2.9508196721311477,0.04691647150663544,True,3.880327868852459,6.0,61,1.0,5,0.08333333333333333,0.25913505515200436,5,29,52,60,3,13,30,19,25,1,16,14,19,2,8,1,42,20,39,23
ambiguous_local_context,7,49,61,60,94,0.05136612021857923,3.081967213114754,0.021350507416081188,True,3.6371584699453554,5.0,61,1.0,6,0.1,0.22880503990673487,6,30,53,60,3,13,30,25,23,1,16,14,19,2,8,1,51,16,37,27
noisy_untrusted_external,7,49,61,60,102,0.05573770491803279,3.3442622950819674,0.04964871194379391,True,3.5562841530054645,5.0,61,1.0,7,0.11666666666666667,0.1617937853107345,7,31,54,60,3,16,33,26,24,1,16,14,19,2,8,1,43,18,32,22
nominal,11,0,61,60,99,0.054098360655737705,3.2459016393442623,0.03192818110850898,True,3.6295081967213116,5.0,61,1.0,6,0.1,0.1844451374112392,6,30,53,60,3,19,27,23,27,1,16,14,19,2,8,1,37,17,37,26
degraded_ego,11,0,61,60,106,0.05792349726775956,3.4754098360655736,0.033879781420765025,True,3.4437158469945355,5.0,61,1.0,5,0.08333333333333333,0.11929580306698952,5,29,52,60,4,16,29,32,25,1,16,14,19,2,8,1,38,15,37,27
ambiguous_local_context,11,0,61,60,93,0.05081967213114754,3.0491803278688523,0.016978922716627636,True,3.6349726775956284,5.0,61,1.0,5,0.08333333333333333,0.17606739305891855,5,29,52,60,3,12,31,26,21,1,16,14,19,2,8,1,46,19,31,22
noisy_untrusted_external,11,0,61,60,89,0.048633879781420766,2.918032786885246,0.040827478532396565,True,3.8743169398907105,6.0,61,1.0,5,0.08333333333333333,0.2556481481481482,5,29,52,60,3,12,25,33,16,1,16,14,19,2,8,1,39,18,42,23
nominal,11,1,61,60,101,0.055191256830601096,3.3114754098360657,0.02533177205308353,True,3.5043715846994536,5.0,61,1.0,5,0.08333333333333333,0.10948210922787194,5,29,52,60,3,18,23,23,34,1,16,14,19,2,8,1,43,19,38,18
